cellosaurus_id,CELL_LINE_NAME,DRUG_NAME,LN_IC50,CELL_LINE_TISSUE_1,CELL_LINE_TISSUE_2,DRUG_TARGET_PATHWAY
CVCL_1806,AMO1,YK-4-279,-0.265653,myeloma,haematopoietic_neoplasm other,Other
CVCL_1657,RF-48,Ruxolitinib,3.385651,digestive_system,stomach,"Other, kinases"
CVCL_3082,NUGC-4,AZD5363,7.0040070000000005,digestive_system,stomach,"Other, kinases"
CVCL_3168,SKN-3,Gallibiscoquinazole,2.77568,aero_dig_tract,head and neck,Unclassified
CVCL_1238,H-EMC-SS,GSK343,3.798098,bone,chondrosarcoma,Chromatin histone methylation
CVCL_3302,Farage,Teniposide,-2.366731,lymphoma,B_cell_lymphoma,DNA replication
CVCL_1496,NCI-H1793,AZD7762,1.9850259999999995,lung_NSCLC,lung_NSCLC_adenocarcinoma,Cell cycle
CVCL_1280,HH [Human lymphoma],Sabutoclax,2.248014,leukemia,T_cell_leukemia,Apoptosis regulation
CVCL_2310,BICR 22,PCI-34051,4.920367,aero_dig_tract,head and neck,Chromatin histone acetylation
CVCL_1218,FaDu,AZD5991,1.122179,aero_dig_tract,head and neck,Apoptosis regulation
CVCL_0533,SK-UT-1,Pyridostatin,2.594796,soft_tissue,soft_tissue_other,DNA replication
CVCL_0418,MDA-MB-453,ERK_6604,2.1701900000000003,breast,breast,ERK MAPK signaling
CVCL_1610,NOS-1 [Human osteosarcoma],OTX015,0.8612569999999999,bone,osteosarcoma,Chromatin other
CVCL_1596,NCI-H847,Luminespib,-2.638017,lung_SCLC,lung_small_cell_carcinoma,Protein stability and degradation
CVCL_1360,KYSE-50,AZD5363,4.422484,aero_dig_tract,oesophagus,"Other, kinases"
CVCL_0582,WRO,ML323,6.477537,thyroid,thyroid,Protein stability and degradation
CVCL_1759,TE-1,SCH772984,3.874545,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_0544,SW1116,Eg5_9814,-1.94133,large_intestine,large_intestine,Other
CVCL_1469,NCI-H1417,GSK591,4.824927,lung_SCLC,lung_small_cell_carcinoma,Chromatin histone methylation
CVCL_0618,MDA-MB-157,Uprosertib,4.256234346544296,breast,breast,PI3K/MTOR signaling
CVCL_1116,CaR-1,IRAK4_4710,5.444332,large_intestine,large_intestine,"Other, kinases"
CVCL_2035,ESO-26,PD173074,4.464944999999999,aero_dig_tract,oesophagus,RTK signaling
CVCL_0080,A-673,Wnt-C59,3.767806,soft_tissue,rhabdomyosarcoma,WNT signaling
CVCL_1255,HCC1569,PLX-4720,3.456863,breast,breast,ERK MAPK signaling
CVCL_1440,NB1,Talazoparib,4.893009999999999,neuroblastoma,neuroblastoma,Genome integrity
CVCL_1070,AM-38,Mitoxantrone,-1.048931,nervous_system,glioma,DNA replication
CVCL_1233,GMS-10,JAK_8517,1.345099,nervous_system,glioma,"Other, kinases"
CVCL_1702,SK-N-FI,Irinotecan,2.540334,neuroblastoma,neuroblastoma,DNA replication
CVCL_1421,MN-60,MN-64,3.996732,leukemia,B_cell_leukemia,WNT signaling
CVCL_0419,MDA-MB-468,YK-4-279,1.578837,breast,breast,Other
CVCL_6774,DOV13,MG-132,-1.321746,urogenital_system,ovary,Protein stability and degradation
CVCL_W798,G-mel,VE-822,1.977305,skin,melanoma,Genome integrity
CVCL_1774,TT,GDC0810,5.832033,thyroid,thyroid,Hormone-related
CVCL_1139,COR-L23,AZD7762,-1.036582,lung_NSCLC,lung_NSCLC_large cell,Cell cycle
CVCL_1635,Panc 03.27,Pyridostatin,4.338475,pancreas,pancreas,DNA replication
CVCL_1707,SNG-M,Bortezomib,-5.133799,urogenital_system,endometrium,Protein stability and degradation
CVCL_2112,MFE-319,Taselisib,2.484089,urogenital_system,endometrium,PI3K/MTOR signaling
CVCL_1605,NH-12,AGI-5198,5.226856,neuroblastoma,neuroblastoma,Metabolism
CVCL_1371,LB996-RCC,UMI-77,4.856466999999999,kidney,kidney,Apoptosis regulation
CVCL_1419,MLMA,MK-1775,-0.934813,leukemia,hairy_cell_leukaemia,Cell cycle
CVCL_X485,CHSA8926,Acetalax,4.557775,bone,chondrosarcoma,Unclassified
CVCL_2413,COR-L32,BMS-536924,0.395794,lung_SCLC,lung_small_cell_carcinoma,IGF1R signaling
CVCL_1114,CAL-85-1,Ipatasertib,3.384653,breast,breast,PI3K/MTOR signaling
CVCL_1288,HSC-3,Dasatinib,-1.04962,aero_dig_tract,head and neck,"Other, kinases"
CVCL_1243,HC-1,Mirin,4.474221,leukemia,hairy_cell_leukaemia,Genome integrity
CVCL_1470,NCI-H1435,XAV939,4.175611,lung_NSCLC,lung_NSCLC_adenocarcinoma,WNT signaling
CVCL_1087,BL-41,OTX015,-1.156202,lymphoma,Burkitt_lymphoma,Chromatin other
CVCL_1625,OPM-2,Taselisib,0.3240509999999999,myeloma,myeloma,PI3K/MTOR signaling
CVCL_1102,Ca9-22,Navitoclax,1.676165,aero_dig_tract,head and neck,Apoptosis regulation
CVCL_6774,DOV13,Ruxolitinib,4.548977,urogenital_system,ovary,"Other, kinases"
CVCL_U998,NCI-H2804,IGF1R_3801,1.750923,unknown,unknown,IGF1R signaling
CVCL_1304,IGROV-1,PRT062607,2.278376,urogenital_system,ovary,"Other, kinases"
CVCL_1605,NH-12,WEHI-539,2.842397,neuroblastoma,neuroblastoma,Apoptosis regulation
CVCL_1675,SAS,ERK_2440,0.426654,aero_dig_tract,head and neck,ERK MAPK signaling
CVCL_1439,Mo,AZD5153,2.558316,leukemia,hairy_cell_leukaemia,Chromatin other
CVCL_1288,HSC-3,Erlotinib,0.4290489999999999,aero_dig_tract,head and neck,EGFR signaling
CVCL_1577,NCI-H661,IRAK4_4710,5.842939,lung_NSCLC,lung_NSCLC_large cell,"Other, kinases"
CVCL_1489,NCI-H1694,Savolitinib,0.655844,lung_SCLC,lung_small_cell_carcinoma,RTK signaling
CVCL_1714,SUP-T1,VE-822,1.555903,leukemia,lymphoblastic_T_cell_leukaemia,Genome integrity
CVCL_0297,HEY,AZD7762,0.1301269999999999,urogenital_system,ovary,Cell cycle
CVCL_1666,RPMI-7951,Entinostat,1.624984,skin,melanoma,Chromatin histone acetylation
CVCL_1489,NCI-H1694,Obatoclax Mesylate,2.758401,lung_SCLC,lung_small_cell_carcinoma,Apoptosis regulation
CVCL_1371,LB996-RCC,VE-822,3.986836,kidney,kidney,Genome integrity
CVCL_1779,UACC-257,Dinaciclib,-1.428542,skin,melanoma,Cell cycle
CVCL_1177,DMS 53,Buparlisib,2.701414,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_1405,MFE-280,ML323,4.428452,urogenital_system,endometrium,Protein stability and degradation
CVCL_1226,GaMG,P22077,5.145173000000001,nervous_system,glioma,Protein stability and degradation
CVCL_2194,SK-GT-2,Cisplatin,3.219939,digestive_system,stomach,DNA replication
CVCL_1094,C-33 A,AZD5153,2.359548,urogenital_system,cervix,Chromatin other
CVCL_3169,VL51,VX-11e,1.43353,lymphoma,B_cell_lymphoma,ERK MAPK signaling
CVCL_1344,KU-19-19,RVX-208,3.640022,urogenital_system,Bladder,Chromatin other
CVCL_1453,NCI-H1048,ERK_6604,3.518789,lung_SCLC,lung_small_cell_carcinoma,ERK MAPK signaling
CVCL_1786,VM-CUB-1,Podophyllotoxin bromide,-1.713241,urogenital_system,Bladder,Unclassified
CVCL_1355,KYSE-520,OTX015,4.559782,aero_dig_tract,oesophagus,Chromatin other
CVCL_1353,KYSE-450,Selumetinib,5.380615,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_2119,MOLM-13,LCL161,2.846971,leukemia,acute_myeloid_leukaemia,Apoptosis regulation
CVCL_1125,CHP-212,EPZ5676,4.295548999999999,neuroblastoma,neuroblastoma,Chromatin histone methylation
CVCL_0209,CESS,Nelarabine,5.693074,leukemia,acute_myeloid_leukaemia,DNA replication
CVCL_8787,WM793,Rapamycin,-3.703,skin,melanoma,PI3K/MTOR signaling
CVCL_2761,WIL2 NS,Pictilisib,0.5460100000000001,lymphoma,lymphoid_neoplasm other,PI3K/MTOR signaling
CVCL_1050,769-P,PD173074,3.56396,kidney,kidney,RTK signaling
CVCL_1225,GAK,JAK1_8709,2.577296,skin,melanoma,"Other, kinases"
CVCL_1169,DBTRG-05MG,AZD5438,5.729523,nervous_system,glioma,Cell cycle
CVCL_1822,Karpas-231,Nutlin-3a (-),3.659039,leukemia,B_cell_leukemia,p53 pathway
CVCL_1062,A3/Kawakami,AZD5438,0.04498,lymphoma,B_cell_lymphoma,Cell cycle
CVCL_1102,Ca9-22,XAV939,5.155696,aero_dig_tract,head and neck,WNT signaling
CVCL_1763,TE-15,Niraparib,3.580096,aero_dig_tract,oesophagus,Genome integrity
CVCL_1213,EW-18,Ibrutinib,4.992043,bone,ewings_sarcoma,"Other, kinases"
CVCL_2787,JHH-4,Carmustine,5.885004,digestive_system,liver,DNA replication
CVCL_1273,HD-MY-Z,Taselisib,6.02208,lymphoma,Hodgkin_lymphoma,PI3K/MTOR signaling
CVCL_1500,NCI-H1869,AZD6738,3.504854,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Genome integrity
CVCL_1092,BT-549,Mitoxantrone,0.8642629999999998,breast,breast,DNA replication
CVCL_1087,BL-41,Dactolisib,-1.230594,lymphoma,Burkitt_lymphoma,PI3K/MTOR signaling
CVCL_1479,NCI-H1581,MN-64,3.491857,lung_NSCLC,lung_NSCLC_large cell,WNT signaling
CVCL_1579,NCI-H69,LJI308,3.679225,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_1583,NCI-H720,SCH772984,4.54689,lung_NSCLC,lung_NSCLC_carcinoid,ERK MAPK signaling
CVCL_1731,SW900,AZD5363,3.683014,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,"Other, kinases"
CVCL_0511,Raji,Buparlisib,0.640833,lymphoma,Burkitt_lymphoma,PI3K/MTOR signaling
CVCL_1427,MPP 89,Eg5_9814,-1.365961,lung,mesothelioma,Other
CVCL_1440,NB1,Buparlisib,0.81947,neuroblastoma,neuroblastoma,PI3K/MTOR signaling
CVCL_0253,EFM-19,YK-4-279,1.457151,breast,breast,Other
CVCL_0041,Rh30,Cyclophosphamide,4.760656,soft_tissue,rhabdomyosarcoma,DNA replication
CVCL_0076,SNU-16,AZD8186,4.273286,unknown,unknown,PI3K/MTOR signaling
CVCL_3881,SU.86.86,Teniposide,4.880833,pancreas,pancreas,DNA replication
CVCL_1344,KU-19-19,IWP-2,2.479396,urogenital_system,Bladder,WNT signaling
CVCL_1771,TGW,Eg5_9814,-4.810213,neuroblastoma,neuroblastoma,Other
CVCL_0014,RPMI-8226,Venetoclax,0.800776,myeloma,myeloma,Apoptosis regulation
CVCL_1116,CaR-1,IGF1R_3801,1.739539,large_intestine,large_intestine,IGF1R signaling
CVCL_0332,Hs 578T,Carmustine,5.921652,breast,breast,DNA replication
CVCL_2078,JJN-3,Palbociclib,3.025,myeloma,haematopoietic_neoplasm other,Cell cycle
CVCL_1169,DBTRG-05MG,Dasatinib,3.310678,nervous_system,glioma,"Other, kinases"
CVCL_0026,Capan-2,Selumetinib,2.414879,unknown,unknown,ERK MAPK signaling
CVCL_1639,Panc 10.05,ERK_6604,3.09139,pancreas,pancreas,ERK MAPK signaling
CVCL_1139,COR-L23,Gefitinib,3.869625,lung_NSCLC,lung_NSCLC_large cell,EGFR signaling
CVCL_1254,HCC1500,PLX-4720,5.245986,breast,breast,ERK MAPK signaling
CVCL_1243,HC-1,UMI-77,2.508989,leukemia,hairy_cell_leukaemia,Apoptosis regulation
CVCL_1150,CTV-1,Topotecan,-2.789956,leukemia,acute_myeloid_leukaemia,DNA replication
CVCL_2034,EN,MK-2206,2.262497,urogenital_system,endometrium,PI3K/MTOR signaling
CVCL_0525,SK-HEP-1,Pevonedistat,-0.7775920000000001,digestive_system,liver,Other
CVCL_0002,HL-60,PFI3,4.183644,leukemia,acute_myeloid_leukaemia,Chromatin other
CVCL_1725,SW626,Picolinici-acid,5.842759,urogenital_system,ovary,Other
CVCL_1174,DMS 114,GSK1904529A,3.931535,lung_SCLC,lung_small_cell_carcinoma,IGF1R signaling
CVCL_1104,CAL-120,ERK_2440,3.092294,breast,breast,ERK MAPK signaling
CVCL_1729,SW837,PFI3,6.095814,large_intestine,large_intestine,Chromatin other
CVCL_1581,NCI-H716,5-Fluorouracil,6.0159400000000005,large_intestine,large_intestine,Other
CVCL_0504,RKO,Dinaciclib,-3.674725,large_intestine,large_intestine,Cell cycle
CVCL_0620,MDA-MB-361,Osimertinib,0.901201,breast,breast,EGFR signaling
CVCL_1177,DMS 53,Nelarabine,6.252902,lung_SCLC,lung_small_cell_carcinoma,DNA replication
CVCL_2086,JURL-MK1,WZ4003,2.3680220000000003,leukemia,chronic_myeloid_leukaemia,"Other, kinases"
CVCL_3082,NUGC-4,Epirubicin,0.940653,digestive_system,stomach,DNA replication
CVCL_0505,RL95-2,Cyclophosphamide,5.358742,urogenital_system,endometrium,DNA replication
CVCL_1203,ES7,MIRA-1,3.673598,bone,ewings_sarcoma,p53 pathway
CVCL_1334,KMS-12-BM,AZ960,-0.323074,myeloma,myeloma,"Other, kinases"
CVCL_0028,AN3-CA,MG-132,-1.375925,urogenital_system,endometrium,Protein stability and degradation
CVCL_0134,A2780,Wee1 Inhibitor,1.336769,urogenital_system,ovary,Cell cycle
CVCL_1386,LS513,AZD5438,0.992538,large_intestine,large_intestine,Cell cycle
CVCL_1704,SKG-IIIa,Epirubicin,0.243932,urogenital_system,cervix,DNA replication
CVCL_1110,CAL-51,Ulixertinib,2.2883214338978326,breast,breast,ERK MAPK signaling
CVCL_1169,DBTRG-05MG,Crizotinib,6.328229,nervous_system,glioma,RTK signaling
CVCL_0761,Hs 445,Fludarabine,1.964387,lymphoma,Hodgkin_lymphoma,Unclassified
CVCL_1549,NCI-H2342,5-Fluorouracil,7.378365,lung_NSCLC,lung_NSCLC_adenocarcinoma,Other
CVCL_1124,CHP-134,I-BRD9,3.64315,neuroblastoma,neuroblastoma,Chromatin other
CVCL_0181,BV-173,Alpelisib,4.12122,leukemia,chronic_myeloid_leukaemia,PI3K/MTOR signaling
CVCL_1330,KM-H2,MIRA-1,5.011433,lymphoma,Hodgkin_lymphoma,p53 pathway
CVCL_1785,VA-ES-BJ,XAV939,4.619886,soft_tissue,soft_tissue_other,WNT signaling
CVCL_0032,SiHa,JAK1_8709,3.779168,urogenital_system,cervix,"Other, kinases"
CVCL_1217,EW-7,Foretinib,0.0663859999999999,bone,ewings_sarcoma,RTK signaling
CVCL_2091,KCL-22,Cisplatin,1.407366,leukemia,chronic_myeloid_leukaemia,DNA replication
CVCL_1267,HCC38,Foretinib,1.602454,breast,breast,RTK signaling
CVCL_0017,U-698-M,PFI3,4.314123,leukemia,B_cell_leukemia,Chromatin other
CVCL_A532,NCI-H2369,AZ960,3.211094,unknown,unknown,"Other, kinases"
CVCL_0078,SNU-5,ABT737,2.050158,unknown,unknown,Apoptosis regulation
CVCL_0324,HuCC-T1,GSK2578215A,3.844859,digestive_system,biliary_tract,"Other, kinases"
CVCL_2856,ASH-3,Carmustine,5.822342,thyroid,thyroid,DNA replication
CVCL_1077,BB49-HNC,AZD7762,-0.69382,aero_dig_tract,head and neck,Cell cycle
CVCL_1768,TGBC11TKB,Eg5_9814,-5.032657,digestive_system,stomach,Other
CVCL_0028,AN3-CA,5-Fluorouracil,5.806868,urogenital_system,endometrium,Other
CVCL_0040,WM115,P22077,5.903986,skin,melanoma,Protein stability and degradation
CVCL_1534,NCI-H2141,Docetaxel,0.1616447196521545,lung_SCLC,lung_small_cell_carcinoma,Mitosis
CVCL_3169,VL51,CDK9_5038,-4.325862,lymphoma,B_cell_lymphoma,Cell cycle
CVCL_1292,HT-1376,AZD1332,5.452272,urogenital_system,Bladder,RTK signaling
CVCL_1728,SW780,JAK_8517,2.735678,urogenital_system,Bladder,"Other, kinases"
CVCL_1600,NCI-H929,Pictilisib,-2.089101,myeloma,myeloma,PI3K/MTOR signaling
CVCL_1055,A-427,Dinaciclib,-3.126298,lung_NSCLC,lung_NSCLC_not specified,Cell cycle
CVCL_1707,SNG-M,Zoledronate,3.021738,urogenital_system,endometrium,Unclassified
CVCL_0580,WM35,Buparlisib,0.6133299999999999,skin,melanoma,PI3K/MTOR signaling
CVCL_0207,CCRF-CEM,AZD7762,-2.114527,leukemia,lymphoblastic_leukemia,Cell cycle
CVCL_0379,Ku812,Elephantin,1.784811,leukemia,chronic_myeloid_leukaemia,Unclassified
CVCL_0504,RKO,Bortezomib,-5.437919,large_intestine,large_intestine,Protein stability and degradation
CVCL_1785,VA-ES-BJ,MIM1,5.752642,soft_tissue,soft_tissue_other,Apoptosis regulation
CVCL_1320,JVM-3,PRT062607,-0.4587499999999999,lymphoma,lymphoid_neoplasm other,"Other, kinases"
CVCL_1327,KE-37,GSK591,4.021567,leukemia,lymphoblastic_leukemia,Chromatin histone methylation
CVCL_1393,Lu-99A,OF-1,3.635951,lung_NSCLC,lung_NSCLC_large cell,Chromatin histone acetylation
CVCL_1428,MRK-nu-1,WIKI4,3.509552,breast,breast,WNT signaling
CVCL_1266,HCC2998,I-BET-762,2.482043,large_intestine,large_intestine,Chromatin other
CVCL_1374,LC4-1,Wee1 Inhibitor,1.210923,leukemia,lymphoblastic_leukemia,Cell cycle
CVCL_L911,ME1,BIBR-1532,4.711078,leukemia,acute_myeloid_leukaemia,Genome integrity
CVCL_1775,TUR,JAK_8517,2.4107540000000003,lymphoma,B_cell_lymphoma,"Other, kinases"
CVCL_1322,K5,NVP-ADW742,3.080489,thyroid,thyroid,IGF1R signaling
CVCL_1899,UPCI-SCC-090,AZD4547,3.522874,aero_dig_tract,head and neck,RTK signaling
CVCL_1735,SU-DHL-5,Zoledronate,2.022248,lymphoma,B_cell_lymphoma,Unclassified
CVCL_3768,OV-90,Cediranib,4.052008,urogenital_system,ovary,RTK signaling
CVCL_8787,WM793,AZD1332,3.732375,skin,melanoma,RTK signaling
CVCL_A545,NCI-H2595,I-BET-762,4.506136,unknown,unknown,Chromatin other
CVCL_3152,RERF-GC-1B,CZC24832,4.511157,digestive_system,stomach,PI3K/MTOR signaling
CVCL_1575,NCI-H650,AMG-319,5.297437,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_0312,HOS,AGI-6780,3.715467,bone,osteosarcoma,Metabolism
CVCL_S976,PL4,Mirin,4.758155,pancreas,pancreas,Genome integrity
CVCL_1889,SU-DHL-10,Dactinomycin,-4.872465780379273,lymphoma,B_cell_lymphoma,Other
CVCL_1712,ST486,GNE-317,0.152834,lymphoma,Burkitt_lymphoma,PI3K/MTOR signaling
CVCL_1129,COLO 678,Alisertib,7.309974,large_intestine,large_intestine,Mitosis
CVCL_1093,Becker,Lapatinib,5.279074,nervous_system,glioma,EGFR signaling
CVCL_1678,SBC-3,Dactinomycin,-4.214131740735679,lung_SCLC,lung_small_cell_carcinoma,Other
CVCL_0181,BV-173,GNE-317,0.009911,leukemia,chronic_myeloid_leukaemia,PI3K/MTOR signaling
CVCL_1203,ES7,Mirin,3.652242,bone,ewings_sarcoma,Genome integrity
CVCL_2873,CCK-81,Cyclophosphamide,4.5062120000000006,large_intestine,large_intestine,DNA replication
CVCL_W798,G-mel,JAK1_8709,2.737307,skin,melanoma,"Other, kinases"
CVCL_0179,BT-474,WIKI4,4.464558,breast,breast,WNT signaling
CVCL_2588,MDST8,LCL161,5.325207,large_intestine,large_intestine,Apoptosis regulation
CVCL_0065,Jurkat,Navitoclax,0.731374,leukemia,T_cell_leukemia,Apoptosis regulation
CVCL_1258,HCC1806,Pyridostatin,2.043888,breast,breast,DNA replication
CVCL_0628,SK-LMS-1,Gemcitabine,-3.071356,soft_tissue,soft_tissue_other,DNA replication
CVCL_1144,CP66-MEL,Gallibiscoquinazole,3.73685,skin,melanoma,Unclassified
CVCL_1638,Panc 08.13,I-BET-762,2.130233,pancreas,pancreas,Chromatin other
CVCL_1352,KYSE-410,PD0325901,1.600267,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_2176,Rh41,AGI-6780,1.930833,soft_tissue,rhabdomyosarcoma,Metabolism
CVCL_0093,RS4;11,PD173074,3.242449,leukemia,leukemia,RTK signaling
CVCL_1779,UACC-257,AZD1332,5.896143,skin,melanoma,RTK signaling
CVCL_1302,IA-LM,AZD4547,2.568013,lung_NSCLC,lung_NSCLC_large cell,RTK signaling
CVCL_1154,D-263MG,Trametinib,0.859459,nervous_system,glioma,ERK MAPK signaling
CVCL_1381,LOX-IMVI,AZD5153,-1.926212,skin,melanoma,Chromatin other
CVCL_1254,HCC1500,PRIMA-1MET,4.8211010000000005,breast,breast,p53 pathway
CVCL_1584,NCI-H727,AZD5153,3.268272,lung_NSCLC,lung_NSCLC_carcinoid,Chromatin other
CVCL_0153,B-CPAP,Navitoclax,1.345718,unknown,unknown,Apoptosis regulation
CVCL_0031,MCF-7,Acetalax,-0.4799269999999999,breast,breast,Unclassified
CVCL_3041,NB(TU)1,PAK_5339,1.759237,neuroblastoma,neuroblastoma,Cytoskeleton
CVCL_3407,NT2-D1,Savolitinib,3.30605,,,RTK signaling
CVCL_0426,MG-63,LCL161,5.658464,bone,osteosarcoma,Apoptosis regulation
CVCL_1326,Karpas-45,PD0325901,0.271358,leukemia,lymphoblastic_leukemia,ERK MAPK signaling
CVCL_1058,A-204,Alpelisib,4.64529,soft_tissue,rhabdomyosarcoma,PI3K/MTOR signaling
CVCL_0334,Hs 766T,Afatinib,4.081201,unknown,unknown,EGFR signaling
CVCL_3517,HPAC,MK-2206,5.793094,pancreas,pancreas,PI3K/MTOR signaling
CVCL_1424,MOLT-16,Luminespib,-3.781827,leukemia,lymphoblastic_T_cell_leukaemia,Protein stability and degradation
CVCL_1509,NCI-H196,AZD5363,3.339089,lung_SCLC,lung_small_cell_carcinoma,"Other, kinases"
CVCL_1266,HCC2998,Cisplatin,3.233054,large_intestine,large_intestine,DNA replication
CVCL_1646,Ramos.2G6.4C10,NVP-ADW742,3.702979,lymphoma,Burkitt_lymphoma,IGF1R signaling
CVCL_2787,JHH-4,P22077,4.213030000000001,digestive_system,liver,Protein stability and degradation
CVCL_1282,HMV-II,Fludarabine,4.500376999999999,skin,melanoma,Unclassified
CVCL_1469,NCI-H1417,Mitoxantrone,-3.354139,lung_SCLC,lung_small_cell_carcinoma,DNA replication
CVCL_A536,NCI-H2461,Venetoclax,4.108283,unknown,unknown,Apoptosis regulation
CVCL_1516,NCI-H2029,Teniposide,0.269498,lung_SCLC,lung_small_cell_carcinoma,DNA replication
CVCL_0548,SaOS-2,GSK2578215A,5.552201,bone,osteosarcoma,"Other, kinases"
CVCL_1371,LB996-RCC,Venetoclax,2.097259,kidney,kidney,Apoptosis regulation
CVCL_0761,Hs 445,MK-1775,-1.291719,lymphoma,Hodgkin_lymphoma,Cell cycle
CVCL_2310,BICR 22,OF-1,4.936485,aero_dig_tract,head and neck,Chromatin histone acetylation
CVCL_1051,786-O,IGF1R_3801,1.909698,kidney,kidney,IGF1R signaling
CVCL_6473,WM278,Tamoxifen,4.763494000000001,skin,melanoma,Hormone-related
CVCL_1136,COLO 824,Tamoxifen,2.4431830000000003,breast,breast,Hormone-related
CVCL_1092,BT-549,AZD3759,3.567681,breast,breast,EGFR signaling
CVCL_1241,HA7-RCC,GSK343,3.481461,kidney,kidney,Chromatin histone methylation
CVCL_1647,RCC10RGB,AZD7762,2.519885,kidney,kidney,Cell cycle
CVCL_1428,MRK-nu-1,MG-132,-1.90609,breast,breast,Protein stability and degradation
CVCL_3768,OV-90,Sepantronium bromide,-4.597103,urogenital_system,ovary,Apoptosis regulation
CVCL_1769,TGBC1TKB,EPZ004777,5.720396,digestive_system,biliary_tract,Chromatin histone methylation
CVCL_2253,C-4-I,Trametinib,-0.298087,urogenital_system,cervix,ERK MAPK signaling
CVCL_0030,HeLa,Fludarabine,5.233102,urogenital_system,cervix,Unclassified
CVCL_1288,HSC-3,Fulvestrant,3.543806584054125,aero_dig_tract,head and neck,Hormone-related
CVCL_0621,MDA-MB-415,MK-2206,-0.269743,breast,breast,PI3K/MTOR signaling
CVCL_1192,EFO-27,RVX-208,5.9661,urogenital_system,ovary,Chromatin other
CVCL_0379,Ku812,Ipatasertib,3.237945,leukemia,chronic_myeloid_leukaemia,PI3K/MTOR signaling
CVCL_2986,KMRC-20,Acetalax,5.416305,kidney,kidney,Unclassified
CVCL_1347,KYSE-140,5-Fluorouracil,3.3455760000000003,aero_dig_tract,oesophagus,Other
CVCL_1774,TT,Pyridostatin,4.614018,thyroid,thyroid,DNA replication
CVCL_1639,Panc 10.05,Vorinostat,3.239563,pancreas,pancreas,Chromatin histone acetylation
CVCL_0428,MIA PaCa-2,Entinostat,2.012325,pancreas,pancreas,Chromatin histone acetylation
CVCL_1626,OS-RC-2,Fulvestrant,5.824466005036533,kidney,kidney,Hormone-related
CVCL_3337,TE-4,Savolitinib,2.027108,aero_dig_tract,oesophagus,RTK signaling
CVCL_1456,NCI-H1155,BMS-536924,2.749162,lung_NSCLC,lung_NSCLC_large cell,IGF1R signaling
CVCL_1615,OAW42,Eg5_9814,-2.258186,urogenital_system,ovary,Other
CVCL_1141,COR-L88,WEHI-539,4.059087,lung_SCLC,lung_small_cell_carcinoma,Apoptosis regulation
CVCL_2856,ASH-3,MK-2206,3.948781,thyroid,thyroid,PI3K/MTOR signaling
CVCL_1324,Karpas-299,Carmustine,5.401111,lymphoma,anaplastic_large_cell_lymphoma,DNA replication
CVCL_1303,IGR-1,Eg5_9814,-4.577625,skin,melanoma,Other
CVCL_1286,HOP-92,PAK_5339,3.147961,lung_NSCLC,lung_NSCLC_large cell,Cytoskeleton
CVCL_U995,NCI-H2731,VX-11e,2.501959,unknown,unknown,ERK MAPK signaling
CVCL_1057,A101D,JAK1_8709,3.636209,skin,melanoma,"Other, kinases"
CVCL_0623,MDA-MB-436,PFI3,5.993036,breast,breast,Chromatin other
CVCL_0582,WRO,Vincristine,1.330969,thyroid,thyroid,Mitosis
CVCL_1104,CAL-120,Uprosertib,5.974230237551195,breast,breast,PI3K/MTOR signaling
CVCL_0009,HDLM-2,Wnt-C59,4.813199,lymphoma,Hodgkin_lymphoma,WNT signaling
CVCL_1581,NCI-H716,UMI-77,5.113729,large_intestine,large_intestine,Apoptosis regulation
CVCL_0098,SKM-1,EPZ5676,4.35686,leukemia,haematopoietic_neoplasm other,Chromatin histone methylation
CVCL_0031,MCF-7,Bortezomib,-4.97671,breast,breast,Protein stability and degradation
CVCL_1235,GP5d,Gallibiscoquinazole,2.1089830000000003,large_intestine,large_intestine,Unclassified
CVCL_1397,MC/CAR,Venetoclax,0.2971499999999999,myeloma,haematopoietic_neoplasm other,Apoptosis regulation
CVCL_0548,SaOS-2,NVP-ADW742,1.250968,bone,osteosarcoma,IGF1R signaling
CVCL_U994,NCI-H2722,Palbociclib,6.613857,unknown,unknown,Cell cycle
CVCL_0418,MDA-MB-453,Selumetinib,4.79087,breast,breast,ERK MAPK signaling
CVCL_1306,IMR-5,LJI308,4.308471,neuroblastoma,neuroblastoma,PI3K/MTOR signaling
CVCL_1299,HuP-T3,Taselisib,3.107181,pancreas,pancreas,PI3K/MTOR signaling
CVCL_1087,BL-41,Lapatinib,1.76128,lymphoma,Burkitt_lymphoma,EGFR signaling
CVCL_6831,NCI-H3255,Topotecan,0.622036,lung_NSCLC,lung_NSCLC_adenocarcinoma,DNA replication
CVCL_5160,NCI-H3122,Sepantronium bromide,-3.887792,lung_NSCLC,lung_NSCLC_adenocarcinoma,Apoptosis regulation
CVCL_0629,SK-LU-1,I-BRD9,6.002571,lung_NSCLC,lung_NSCLC_adenocarcinoma,Chromatin other
