cellosaurus_id,CELL_LINE_NAME,DRUG_NAME,LN_IC50,CELL_LINE_TISSUE_1,CELL_LINE_TISSUE_2,DRUG_TARGET_PATHWAY
CVCL_1204,ES8,Vinblastine,-6.218516999999999,bone,ewings_sarcoma,Mitosis
CVCL_X505,NCC010,OTX015,3.023487,kidney,kidney,Chromatin other
CVCL_1785,VA-ES-BJ,Erlotinib,3.416608,soft_tissue,soft_tissue_other,EGFR signaling
CVCL_1780,UACC-62,LGK974,4.16518,skin,melanoma,WNT signaling
CVCL_2787,JHH-4,BMS-345541,4.418519,digestive_system,liver,Other
CVCL_1715,SW1088,Wee1 Inhibitor,2.045931,nervous_system,glioma,Cell cycle
CVCL_U996,NCI-H2795,Obatoclax Mesylate,0.211092,unknown,unknown,Apoptosis regulation
CVCL_1168,DB,Linsitinib,4.196000000000001,lymphoma,B_cell_lymphoma,IGF1R signaling
CVCL_0092,NALM-6,AZD5582,0.551978,leukemia,B_cell_leukemia,Apoptosis regulation
CVCL_1395,M14,Acetalax,6.850246,skin,melanoma,Unclassified
CVCL_1619,OCI-AML-2,GNE-317,1.1794950000000002,leukemia,acute_myeloid_leukaemia,PI3K/MTOR signaling
CVCL_1476,NCI-H1568,Dabrafenib,6.383826999999999,lung_NSCLC,lung_NSCLC_adenocarcinoma,ERK MAPK signaling
CVCL_0320,HT-29,YK-4-279,1.493652,large_intestine,large_intestine,Other
CVCL_0186,BxPC-3,BMS-345541,2.177526,pancreas,pancreas,Other
CVCL_2961,IM95,Zoledronate,3.635079,digestive_system,stomach,Unclassified
CVCL_1656,RERF-LC-Sq1,Sabutoclax,0.7537520000000002,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Apoptosis regulation
CVCL_1180,DOK,Teniposide,0.722618,aero_dig_tract,head and neck,DNA replication
CVCL_1768,TGBC11TKB,AZD5363,3.467789,digestive_system,stomach,"Other, kinases"
CVCL_0207,CCRF-CEM,Zoledronate,2.528387,leukemia,lymphoblastic_leukemia,Unclassified
CVCL_1482,NCI-H1648,MIRA-1,5.493073000000001,lung_NSCLC,lung_NSCLC_adenocarcinoma,p53 pathway
CVCL_0036,RT-4,Pyridostatin,3.650207,urogenital_system,Bladder,DNA replication
CVCL_1670,RT-112,PLX-4720,5.579418,urogenital_system,Bladder,ERK MAPK signaling
CVCL_1628,OVCAR-5,Selumetinib,1.467533,urogenital_system,ovary,ERK MAPK signaling
CVCL_1054,8505C,AGI-5198,4.115858,thyroid,thyroid,Metabolism
CVCL_1496,NCI-H1793,Entinostat,7.631328,lung_NSCLC,lung_NSCLC_adenocarcinoma,Chromatin histone acetylation
CVCL_1631,P30/OHK,GSK1904529A,3.503682,leukemia,lymphoblastic_leukemia,IGF1R signaling
CVCL_1051,786-O,Uprosertib,1.179854895312582,kidney,kidney,PI3K/MTOR signaling
CVCL_0620,MDA-MB-361,BMS-345541,4.849914,breast,breast,Other
CVCL_1798,42-MG-BA,AZD2014,0.593152,nervous_system,glioma,PI3K/MTOR signaling
CVCL_1737,TC-YIK,Fulvestrant,3.5654515663769173,urogenital_system,cervix,Hormone-related
CVCL_1252,HCC1428,Lapatinib,3.36545,breast,breast,EGFR signaling
CVCL_1058,A-204,P22077,4.391712,soft_tissue,rhabdomyosarcoma,Protein stability and degradation
CVCL_1503,NCI-H1876,Dactinomycin,-3.4419154069136004,lung_SCLC,lung_small_cell_carcinoma,Other
CVCL_U996,NCI-H2795,AZ960,0.653003,unknown,unknown,"Other, kinases"
CVCL_1470,NCI-H1435,Sinularin,3.820965,lung_NSCLC,lung_NSCLC_adenocarcinoma,Unclassified
CVCL_1228,GCIY,Afuresertib,2.718936,digestive_system,stomach,PI3K/MTOR signaling
CVCL_0028,AN3-CA,UMI-77,4.782606,urogenital_system,endometrium,Apoptosis regulation
CVCL_0004,K-562,NVP-ADW742,3.158633,leukemia,chronic_myeloid_leukaemia,IGF1R signaling
CVCL_1427,MPP 89,PLX-4720,3.200629,lung,mesothelioma,ERK MAPK signaling
CVCL_1646,Ramos.2G6.4C10,Vorinostat,0.8401299999999999,lymphoma,Burkitt_lymphoma,Chromatin histone acetylation
CVCL_1821,Karpas-1106P,Ulixertinib,2.943934832763888,lymphoma,B_cell_lymphoma,ERK MAPK signaling
CVCL_1587,NCI-H747,GDC0810,5.440533,large_intestine,large_intestine,Hormone-related
CVCL_1103,CADO-ES1,IAP_5620,4.950851999999999,bone,ewings_sarcoma,Other
CVCL_0153,B-CPAP,BDP-00009066,1.563796,unknown,unknown,Cytoskeleton
CVCL_1812,EFM-192A,Gemcitabine,4.488862,breast,breast,DNA replication
CVCL_1289,HSC-4,LJI308,4.880045,aero_dig_tract,head and neck,PI3K/MTOR signaling
CVCL_1177,DMS 53,Dabrafenib,4.254679,lung_SCLC,lung_small_cell_carcinoma,ERK MAPK signaling
CVCL_1122,CHL-1,Selumetinib,5.66512,skin,melanoma,ERK MAPK signaling
CVCL_1424,MOLT-16,AZD1332,3.892148,leukemia,lymphoblastic_T_cell_leukaemia,RTK signaling
CVCL_2063,HCC827,Crizotinib,2.908262,lung_NSCLC,lung_NSCLC_adenocarcinoma,RTK signaling
CVCL_1640,PC-14,Nilotinib,5.738601999999999,lung_NSCLC,lung_NSCLC_adenocarcinoma,ABL signaling
CVCL_1050,769-P,Olaparib,4.569357,kidney,kidney,Genome integrity
CVCL_1559,NCI-H358,EPZ5676,6.6073960000000005,lung_NSCLC,lung_NSCLC_adenocarcinoma,Chromatin histone methylation
CVCL_0471,OE33,Nelarabine,6.156097,aero_dig_tract,oesophagus,DNA replication
CVCL_1716,SW1271,UMI-77,2.525894,lung_SCLC,lung_small_cell_carcinoma,Apoptosis regulation
CVCL_1140,COR-L279,Irinotecan,-0.810083,lung_SCLC,lung_small_cell_carcinoma,DNA replication
CVCL_1196,EM-2,Cediranib,1.835664,leukemia,chronic_myeloid_leukaemia,RTK signaling
CVCL_1395,M14,GDC0810,5.541793,skin,melanoma,Hormone-related
CVCL_0042,U2OS,PRT062607,3.088181,bone,osteosarcoma,"Other, kinases"
CVCL_1495,NCI-H1792,MIRA-1,4.79493,lung_NSCLC,lung_NSCLC_adenocarcinoma,p53 pathway
CVCL_0633,U-118MG,Zoledronate,4.673942,nervous_system,glioma,Unclassified
CVCL_5031,SNU-175,Entospletinib,2.532384,large_intestine,large_intestine,"Other, kinases"
CVCL_0103,SUP-B15,JAK_8517,0.992177,leukemia,lymphoblastic_leukemia,"Other, kinases"
CVCL_1685,SCC-9,Ruxolitinib,4.948556,aero_dig_tract,head and neck,"Other, kinases"
CVCL_1174,DMS 114,Gallibiscoquinazole,2.081074,lung_SCLC,lung_small_cell_carcinoma,Unclassified
CVCL_1531,NCI-H2122,Wnt-C59,2.984487,lung_NSCLC,lung_NSCLC_adenocarcinoma,WNT signaling
CVCL_3005,KP-3,Cyclophosphamide,6.844144,pancreas,pancreas,DNA replication
CVCL_1072,ARH-77,PFI3,4.6346110000000005,myeloma,myeloma,Chromatin other
CVCL_0313,HPAF-II,MK-2206,5.859035,pancreas,pancreas,PI3K/MTOR signaling
CVCL_0236,Calu-6,Afatinib,2.703005,lung_NSCLC,lung_NSCLC_adenocarcinoma,EGFR signaling
CVCL_3119,P32/ISH,Erlotinib,2.316218,lymphoma,Burkitt_lymphoma,EGFR signaling
CVCL_2873,CCK-81,Daporinad,-3.326624,large_intestine,large_intestine,Metabolism
CVCL_1516,NCI-H2029,Carmustine,6.292065,lung_SCLC,lung_small_cell_carcinoma,DNA replication
CVCL_1698,SK-MG-1,GSK343,3.018485,nervous_system,glioma,Chromatin histone methylation
CVCL_1720,SW1573,WIKI4,4.355455999999999,lung_NSCLC,lung_NSCLC_adenocarcinoma,WNT signaling
CVCL_1543,NCI-H2228,LGK974,4.489287,lung_NSCLC,lung_NSCLC_adenocarcinoma,WNT signaling
CVCL_0243,DAN-G,Gallibiscoquinazole,2.24446,pancreas,pancreas,Unclassified
CVCL_3084,OCUM-1,ERK_6604,-1.41429,digestive_system,stomach,ERK MAPK signaling
CVCL_1720,SW1573,Paclitaxel,1.4105299999999998,lung_NSCLC,lung_NSCLC_adenocarcinoma,Mitosis
CVCL_1295,HTC-C3,Wee1 Inhibitor,1.125189,thyroid,thyroid,Cell cycle
CVCL_3007,KYM-1,Gefitinib,2.936821,soft_tissue,rhabdomyosarcoma,EGFR signaling
CVCL_1302,IA-LM,Cytarabine,4.341907,lung_NSCLC,lung_NSCLC_large cell,Other
CVCL_0013,MOLT-4,Alisertib,2.3321560000000003,leukemia,lymphoblastic_leukemia,Mitosis
CVCL_0619,MDA-MB-330,CZC24832,5.681832,breast,breast,PI3K/MTOR signaling
CVCL_1656,RERF-LC-Sq1,VE821,5.589796,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Genome integrity
CVCL_1806,AMO1,CZC24832,2.710394,myeloma,haematopoietic_neoplasm other,PI3K/MTOR signaling
CVCL_0418,MDA-MB-453,Pyridostatin,3.02165,breast,breast,DNA replication
CVCL_V001,NCI-H2869,AZD1332,2.531502,unknown,unknown,RTK signaling
CVCL_1335,KNS-62,IWP-2,2.544084,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,WNT signaling
CVCL_1167,Daoy,Carmustine,6.071212,nervous_system,medulloblastoma,DNA replication
CVCL_1170,DEL,Carmustine,3.808105,lymphoma,lymphoid_neoplasm other,DNA replication
CVCL_1374,LC4-1,Sinularin,2.6051330000000004,leukemia,lymphoblastic_leukemia,Unclassified
CVCL_0270,G-401,Nutlin-3a (-),1.564392,kidney,kidney,p53 pathway
CVCL_0334,Hs 766T,I-BRD9,5.865943,unknown,unknown,Chromatin other
CVCL_1073,ATN-1,LGK974,2.263782,leukemia,lymphoblastic_T_cell_leukaemia,WNT signaling
CVCL_2035,ESO-26,Trametinib,1.318834,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_3775,PWR-1E,Pictilisib,1.525636,urogenital_system,prostate,PI3K/MTOR signaling
CVCL_1111,CAL-54,Entospletinib,1.3787049999999998,kidney,kidney,"Other, kinases"
CVCL_1077,BB49-HNC,Bortezomib,-4.843356,aero_dig_tract,head and neck,Protein stability and degradation
CVCL_S982,PC-3 [Human lung carcinoma],Vinblastine,-2.492646,,,Mitosis
CVCL_1791,VMRC-RCZ,Cisplatin,7.458219000000001,kidney,kidney,DNA replication
CVCL_3935,OVCA420,I-BRD9,5.121905,urogenital_system,ovary,Chromatin other
CVCL_0542,SW13,Nelarabine,5.646844000000001,kidney,adrenal_gland,DNA replication
CVCL_0580,WM35,PD0325901,-2.861518,skin,melanoma,ERK MAPK signaling
CVCL_1101,CA46,IRAK4_4710,5.262567,lymphoma,Burkitt_lymphoma,"Other, kinases"
CVCL_1177,DMS 53,Linsitinib,2.8048,lung_SCLC,lung_small_cell_carcinoma,IGF1R signaling
CVCL_0399,LoVo,IAP_5620,4.739931,large_intestine,large_intestine,Other
CVCL_1418,ML-2,Trametinib,-5.231966000000001,leukemia,acute_myeloid_leukaemia,ERK MAPK signaling
CVCL_1428,MRK-nu-1,Alpelisib,4.067271,breast,breast,PI3K/MTOR signaling
CVCL_1251,HCC1419,Teniposide,4.077248,breast,breast,DNA replication
CVCL_0599,SK-MEL-24,Bortezomib,-2.36251,skin,melanoma,Protein stability and degradation
CVCL_1767,TE-9,Eg5_9814,-4.017049,aero_dig_tract,oesophagus,Other
CVCL_0030,HeLa,Cisplatin,3.831708,urogenital_system,cervix,DNA replication
CVCL_1182,DSH1,Temozolomide,5.191773,urogenital_system,Bladder,DNA replication
CVCL_1361,L-428,AZD4547,0.961967,lymphoma,Hodgkin_lymphoma,RTK signaling
CVCL_5058,SNU-407,Dactinomycin,-2.8855986143938583,large_intestine,large_intestine,Other
CVCL_0041,Rh30,Eg5_9814,-2.5012830000000004,soft_tissue,rhabdomyosarcoma,Other
CVCL_0167,SK-N-BE(2)-M17,VE-822,3.3165949999999995,neuroblastoma,neuroblastoma,Genome integrity
CVCL_2112,MFE-319,GSK343,2.583819,urogenital_system,endometrium,Chromatin histone methylation
CVCL_4996,MS751,ERK_2440,3.446599,urogenital_system,cervix,ERK MAPK signaling
CVCL_1626,OS-RC-2,BIBR-1532,6.04974,kidney,kidney,Genome integrity
CVCL_1300,HuP-T4,SCH772984,3.5334410000000003,pancreas,pancreas,ERK MAPK signaling
CVCL_0399,LoVo,Entospletinib,4.23111,large_intestine,large_intestine,"Other, kinases"
CVCL_0030,HeLa,AZD1332,2.827795,urogenital_system,cervix,RTK signaling
CVCL_1648,RCM-1 [Human rectal adenocarcinoma],ML323,6.062251,large_intestine,large_intestine,Protein stability and degradation
CVCL_1561,NCI-H441,NVP-ADW742,5.837842,lung_NSCLC,lung_NSCLC_adenocarcinoma,IGF1R signaling
CVCL_0021,U-251MG,AMG-319,5.800581,nervous_system,glioma,PI3K/MTOR signaling
CVCL_2078,JJN-3,Dactinomycin,-3.4817511303107413,myeloma,haematopoietic_neoplasm other,Other
CVCL_2045,FLO-1,KRAS (G12C) Inhibitor-12,3.312557,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_1583,NCI-H720,Vorinostat,1.056207,lung_NSCLC,lung_NSCLC_carcinoid,Chromatin histone acetylation
CVCL_2060,HCC44,Dihydrorotenone,1.106013,lung_NSCLC,lung_NSCLC_adenocarcinoma,Unclassified
CVCL_1329,KLE,Eg5_9814,-0.514074,urogenital_system,endometrium,Other
CVCL_1489,NCI-H1694,Cisplatin,1.597928,lung_SCLC,lung_small_cell_carcinoma,DNA replication
CVCL_1139,COR-L23,5-Fluorouracil,5.272167,lung_NSCLC,lung_NSCLC_large cell,Other
CVCL_2961,IM95,ERK_6604,3.06861,digestive_system,stomach,ERK MAPK signaling
CVCL_1721,SW1710,Sorafenib,3.051504,urogenital_system,Bladder,"Other, kinases"
CVCL_0504,RKO,Picolinici-acid,3.965230000000001,large_intestine,large_intestine,Other
CVCL_0030,HeLa,Pevonedistat,3.066888,urogenital_system,cervix,Other
CVCL_1626,OS-RC-2,Entospletinib,3.4763040000000003,kidney,kidney,"Other, kinases"
CVCL_1518,NCI-H2052,PRIMA-1MET,7.049409,lung,mesothelioma,p53 pathway
CVCL_0533,SK-UT-1,PFI3,5.4152,soft_tissue,soft_tissue_other,Chromatin other
CVCL_1722,SW1783,Foretinib,0.777957,nervous_system,glioma,RTK signaling
CVCL_0099,SNU-1,Gallibiscoquinazole,2.881497,unknown,unknown,Unclassified
CVCL_1213,EW-18,Vinorelbine,-5.684275,bone,ewings_sarcoma,Mitosis
CVCL_1408,MFM-223,Ruxolitinib,4.29499,breast,breast,"Other, kinases"
CVCL_0042,U2OS,Pictilisib,2.192479,bone,osteosarcoma,PI3K/MTOR signaling
CVCL_2176,Rh41,Dasatinib,2.765822,soft_tissue,rhabdomyosarcoma,"Other, kinases"
CVCL_1146,CPC-N,TAF1_5496,3.335839,lung_SCLC,lung_small_cell_carcinoma,Other
CVCL_1409,MHH-CALL-2,Leflunomide,4.38461,leukemia,B_cell_leukemia,DNA replication
CVCL_1267,HCC38,Navitoclax,-0.0266169999999999,breast,breast,Apoptosis regulation
CVCL_1343,KS-1 [Human glioblastoma],Eg5_9814,-4.396822,nervous_system,glioma,Other
CVCL_1505,NCI-H1915,5-Fluorouracil,5.871752,lung_NSCLC,lung_NSCLC_large cell,Other
CVCL_1604,NEC8,Alpelisib,2.538254,urogenital_system,testis,PI3K/MTOR signaling
CVCL_1212,EW-16,AZD6738,1.954046,bone,ewings_sarcoma,Genome integrity
CVCL_1808,CAL-29,WZ4003,5.603368,urogenital_system,Bladder,"Other, kinases"
CVCL_0153,B-CPAP,LJI308,5.511603,unknown,unknown,PI3K/MTOR signaling
CVCL_1518,NCI-H2052,Telomerase Inhibitor IX,0.880187,lung,mesothelioma,Genome integrity
CVCL_0533,SK-UT-1,GSK2578215A,5.003396,soft_tissue,soft_tissue_other,"Other, kinases"
CVCL_0426,MG-63,Sapitinib,4.2244,bone,osteosarcoma,EGFR signaling
CVCL_1615,OAW42,Vinorelbine,1.391129,urogenital_system,ovary,Mitosis
CVCL_3087,OSC-20,Sabutoclax,0.367778,aero_dig_tract,head and neck,Apoptosis regulation
CVCL_1524,NCI-H2087,GDC0810,6.1089910000000005,lung_NSCLC,lung_NSCLC_adenocarcinoma,Hormone-related
CVCL_3302,Farage,Podophyllotoxin bromide,-2.17883,lymphoma,B_cell_lymphoma,Unclassified
CVCL_1569,NCI-H526,GNE-317,2.6171900000000003,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_0531,SK-N-SH,Fulvestrant,3.399724,neuroblastoma,neuroblastoma,Hormone-related
CVCL_0031,MCF-7,Entospletinib,5.697591,breast,breast,"Other, kinases"
CVCL_1404,MES-SA,Vinorelbine,-2.970104,urogenital_system,uterus,Mitosis
CVCL_1675,SAS,Gefitinib,2.326448,aero_dig_tract,head and neck,EGFR signaling
CVCL_0556,T98G,IGF1R_3801,1.4990290000000002,nervous_system,glioma,IGF1R signaling
CVCL_1707,SNG-M,Luminespib,-2.193668,urogenital_system,endometrium,Protein stability and degradation
CVCL_S982,PC-3 [Human lung carcinoma],Gefitinib,-1.751271,,,EGFR signaling
CVCL_5078,SNU-61,BMS-345541,4.49094,large_intestine,large_intestine,Other
CVCL_1557,NCI-H322M,Buparlisib,0.678241,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_1781,UACC-812,Fulvestrant,3.045332,breast,breast,Hormone-related
CVCL_2873,CCK-81,AZD8186,3.131694,large_intestine,large_intestine,PI3K/MTOR signaling
CVCL_1707,SNG-M,MIRA-1,4.60501,urogenital_system,endometrium,p53 pathway
CVCL_1281,HLE,Nelarabine,5.630141,digestive_system,liver,DNA replication
CVCL_2096,L-1236,Staurosporine,-3.3489730000000004,lymphoma,Hodgkin_lymphoma,RTK signaling
CVCL_1631,P30/OHK,Afatinib,1.090562,leukemia,lymphoblastic_leukemia,EGFR signaling
CVCL_1762,TE-12,Wnt-C59,6.252393,aero_dig_tract,oesophagus,WNT signaling
CVCL_1496,NCI-H1793,Gallibiscoquinazole,3.72667,lung_NSCLC,lung_NSCLC_adenocarcinoma,Unclassified
CVCL_0250,SNU-387,MK-1775,1.40553,digestive_system,liver,Cell cycle
CVCL_2022,DND-41,Vinorelbine,-3.076189,leukemia,T_cell_leukemia,Mitosis
CVCL_2218,TT2609-C02,Vinorelbine,1.540897,thyroid,thyroid,Mitosis
CVCL_1369,LB771-HNC,BPD-00008900,5.797243,aero_dig_tract,head and neck,Other
CVCL_1866,KOPN-8,Cyclophosphamide,3.187925,leukemia,B_cell_leukemia,DNA replication
CVCL_0132,A-375,MN-64,5.408931,skin,melanoma,WNT signaling
CVCL_1646,Ramos.2G6.4C10,MIM1,3.276657,lymphoma,Burkitt_lymphoma,Apoptosis regulation
CVCL_1422,MOLT-13,XAV939,3.555307,leukemia,lymphoblastic_T_cell_leukaemia,WNT signaling
CVCL_0400,M059J,Dasatinib,-0.4950099999999999,nervous_system,glioma,"Other, kinases"
CVCL_1359,KYSE-220,Dabrafenib,5.172231,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_0582,WRO,Lapatinib,6.812052,thyroid,thyroid,EGFR signaling
CVCL_1783,UM-UC-3,PD173074,4.208377,urogenital_system,Bladder,RTK signaling
CVCL_1823,Karpas-620,ABT737,-1.868434,myeloma,haematopoietic_neoplasm other,Apoptosis regulation
CVCL_1413,MHH-PREB-1,PFI3,4.762546,leukemia,B_cell_leukemia,Chromatin other
CVCL_1544,NCI-H226,AZD6738,7.007802000000001,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Genome integrity
CVCL_1050,769-P,Gefitinib,1.445262,kidney,kidney,EGFR signaling
CVCL_0131,A-172,Linsitinib,4.657278,nervous_system,glioma,IGF1R signaling
CVCL_0132,A-375,Dabrafenib,-3.467089,skin,melanoma,ERK MAPK signaling
CVCL_1773,TK-10,GSK1904529A,6.631594000000001,kidney,kidney,IGF1R signaling
CVCL_0013,MOLT-4,AZD3759,2.644237,leukemia,lymphoblastic_leukemia,EGFR signaling
CVCL_0324,HuCC-T1,Vinorelbine,0.1310820000000001,digestive_system,biliary_tract,Mitosis
CVCL_2112,MFE-319,Navitoclax,1.2935020000000002,urogenital_system,endometrium,Apoptosis regulation
CVCL_1070,AM-38,IWP-2,1.174239,nervous_system,glioma,WNT signaling
CVCL_1326,Karpas-45,Navitoclax,-1.402896,leukemia,lymphoblastic_leukemia,Apoptosis regulation
CVCL_1902,WSU-DLCL2,Linsitinib,3.060125,lymphoma,B_cell_lymphoma,IGF1R signaling
CVCL_1454,NCI-H1092,LY2109761,6.137498,lung_SCLC,lung_small_cell_carcinoma,Other
CVCL_1299,HuP-T3,Talazoparib,3.886704,pancreas,pancreas,Genome integrity
CVCL_2091,KCL-22,Dabrafenib,2.748829,leukemia,chronic_myeloid_leukaemia,ERK MAPK signaling
CVCL_1139,COR-L23,Navitoclax,1.566703,lung_NSCLC,lung_NSCLC_large cell,Apoptosis regulation
CVCL_1509,NCI-H196,AZD3759,3.129956,lung_SCLC,lung_small_cell_carcinoma,EGFR signaling
CVCL_0067,Namalwa,AZ6102,1.89095,lymphoma,Burkitt_lymphoma,WNT signaling
CVCL_1487,NCI-H1688,Olaparib,3.553201,lung_SCLC,lung_small_cell_carcinoma,Genome integrity
CVCL_1375,LCLC-103H,Obatoclax Mesylate,0.7359640000000001,lung_NSCLC,lung_NSCLC_large cell,Apoptosis regulation
CVCL_1775,TUR,Olaparib,3.743427,lymphoma,B_cell_lymphoma,Genome integrity
CVCL_2045,FLO-1,Taselisib,2.162807,aero_dig_tract,oesophagus,PI3K/MTOR signaling
CVCL_1628,OVCAR-5,UMI-77,4.169283999999999,urogenital_system,ovary,Apoptosis regulation
CVCL_1555,NCI-H28,AZD2014,2.443288,lung,mesothelioma,PI3K/MTOR signaling
CVCL_1673,RXF 393L,Zoledronate,4.419201999999999,kidney,kidney,Unclassified
CVCL_0434,MKN45,PD173074,4.2766470000000005,digestive_system,stomach,RTK signaling
CVCL_1562,NCI-H446,Palbociclib,3.994327,lung_SCLC,lung_small_cell_carcinoma,Cell cycle
CVCL_0021,U-251MG,Sorafenib,2.730919,nervous_system,glioma,"Other, kinases"
CVCL_1518,NCI-H2052,RVX-208,4.946598000000001,lung,mesothelioma,Chromatin other
CVCL_1115,CAMA-1,JQ1,2.77005,breast,breast,Chromatin other
CVCL_1605,NH-12,AZD5153,2.498051,neuroblastoma,neuroblastoma,Chromatin other
CVCL_1809,CAL-78,JAK1_8709,4.455631,bone,chondrosarcoma,"Other, kinases"
CVCL_1579,NCI-H69,Cediranib,1.424494,lung_SCLC,lung_small_cell_carcinoma,RTK signaling
CVCL_0131,A-172,XAV939,4.5126040000000005,nervous_system,glioma,WNT signaling
CVCL_0069,SK-MEL-2,OF-1,4.912611,skin,melanoma,Chromatin histone acetylation
CVCL_2176,Rh41,MIRA-1,4.909681,soft_tissue,rhabdomyosarcoma,p53 pathway
CVCL_3152,RERF-GC-1B,MK-1775,-0.163772,digestive_system,stomach,Cell cycle
CVCL_1338,KP-4,GNE-317,0.767026,pancreas,pancreas,PI3K/MTOR signaling
CVCL_0324,HuCC-T1,MN-64,3.868905,digestive_system,biliary_tract,WNT signaling
CVCL_1072,ARH-77,Elephantin,2.191888,myeloma,myeloma,Unclassified
CVCL_2873,CCK-81,BIBR-1532,4.4708440000000005,large_intestine,large_intestine,Genome integrity
CVCL_1211,EW-13,MIRA-1,5.84767,bone,ewings_sarcoma,p53 pathway
CVCL_1405,MFE-280,Bortezomib,-4.517083,urogenital_system,endometrium,Protein stability and degradation
CVCL_0525,SK-HEP-1,Venetoclax,2.997908,digestive_system,liver,Apoptosis regulation
CVCL_1768,TGBC11TKB,Cediranib,4.124505999999999,digestive_system,stomach,RTK signaling
CVCL_U996,NCI-H2795,Wnt-C59,3.981546,unknown,unknown,WNT signaling
CVCL_1701,SK-N-DZ,Vincristine,-2.296512,neuroblastoma,neuroblastoma,Mitosis
CVCL_1256,HCC1599,Alpelisib,1.471257,breast,breast,PI3K/MTOR signaling
CVCL_1707,SNG-M,Pyridostatin,4.164251,urogenital_system,endometrium,DNA replication
CVCL_3041,NB(TU)1,Podophyllotoxin bromide,-1.977507,neuroblastoma,neuroblastoma,Unclassified
CVCL_0374,KG-1,PCI-34051,4.636076999999999,leukemia,acute_myeloid_leukaemia,Chromatin histone acetylation
CVCL_1675,SAS,Trametinib,-2.376453,aero_dig_tract,head and neck,ERK MAPK signaling
CVCL_2176,Rh41,Buparlisib,-0.2743249999999999,soft_tissue,rhabdomyosarcoma,PI3K/MTOR signaling
CVCL_0004,K-562,ERK_6604,3.635077,leukemia,chronic_myeloid_leukaemia,ERK MAPK signaling
CVCL_0426,MG-63,Dactinomycin,-3.2837394973284413,bone,osteosarcoma,Other
CVCL_1727,SW756,MK-1775,2.523112,urogenital_system,cervix,Cell cycle
CVCL_0064,MV4-11,Staurosporine,-5.818057,leukemia,leukemia,RTK signaling
CVCL_3613,TOV-21G,AMG-319,5.638848,urogenital_system,ovary,PI3K/MTOR signaling
CVCL_1523,NCI-H2085,Pyridostatin,4.169444,lung_NSCLC,lung_NSCLC_adenocarcinoma,DNA replication
CVCL_0093,RS4;11,AGI-5198,3.865768,leukemia,leukemia,Metabolism
CVCL_0167,SK-N-BE(2)-M17,TAF1_5496,2.713737,neuroblastoma,neuroblastoma,Other
CVCL_3110,OVKATE,Bortezomib,-2.126237,urogenital_system,ovary,Protein stability and degradation
CVCL_3004,KP-2,Cytarabine,3.559409,pancreas,pancreas,Other
CVCL_0062,MDA-MB-231,Sabutoclax,1.613932,breast,breast,Apoptosis regulation
CVCL_S982,PC-3 [Human lung carcinoma],UMI-77,2.423331,,,Apoptosis regulation
CVCL_1320,JVM-3,PD0325901,-2.064846,lymphoma,lymphoid_neoplasm other,ERK MAPK signaling
CVCL_1413,MHH-PREB-1,BMS-345541,2.171158,leukemia,B_cell_leukemia,Other
CVCL_1771,TGW,Camptothecin,-2.844717,neuroblastoma,neuroblastoma,DNA replication
CVCL_0090,SNU-182,MK-8776,2.864159,digestive_system,liver,Cell cycle
CVCL_1247,HCC1187,Savolitinib,0.92577,breast,breast,RTK signaling
CVCL_1319,JVM-2,Sabutoclax,-2.637496,lymphoma,lymphoid_neoplasm other,Apoptosis regulation
CVCL_0004,K-562,AZD7762,-0.6770350000000002,leukemia,chronic_myeloid_leukaemia,Cell cycle
CVCL_3172,SUIT-2,AT13148,7.109388,pancreas,pancreas,PI3K/MTOR signaling
CVCL_1780,UACC-62,Topotecan,-1.005653,skin,melanoma,DNA replication
CVCL_2119,MOLM-13,Gemcitabine,-4.711571,leukemia,acute_myeloid_leukaemia,DNA replication
CVCL_1484,NCI-H1651,Uprosertib,4.628105756524339,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_0630,SK-MES-1,Afatinib,0.680979,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,EGFR signaling
CVCL_1524,NCI-H2087,Zoledronate,4.312146,lung_NSCLC,lung_NSCLC_adenocarcinoma,Unclassified
CVCL_A385,HSC-39,Cyclophosphamide,4.231169,digestive_system,stomach,DNA replication
CVCL_0553,T-47D,PLX-4720,4.485771,breast,breast,ERK MAPK signaling
CVCL_1332,KMOE-2,Gallibiscoquinazole,2.387398,leukemia,acute_myeloid_leukaemia,Unclassified
CVCL_0434,MKN45,AZD8186,3.4875510000000003,digestive_system,stomach,PI3K/MTOR signaling
CVCL_2914,HARA [Human squamous cell lung carcinoma],AZD5991,2.334086,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Apoptosis regulation
